             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                1.27                0.01                46.0                 0.4                  59                   5                  16                   r
                1.31                0.01                47.4                 0.4                  59                   3                  16                   r
                1.33                0.03                48.1                 1.1                  82                   4                  16                   a
                1.34                0.01                48.5                 0.4                  68                   4                  16                   r
                1.39                0.01                50.3                 0.4                  75                   4                  16                   r
                1.42                0.02                51.4                 0.7                  70                   6                  16                   a
                1.42                0.01                51.4                 0.4                  70                   3                  16                   r
                1.46                0.01                52.8                 0.4                  68                   4                  16                   r
                1.50                0.01                54.3                 0.4                  74                   3                  16                   r
                1.51                0.03                54.6                 1.1                  66                   6                  16                   a
                1.54                0.02                55.7                 0.7                  72                   5                  16                   r
                1.59                0.01                57.5                 0.4                  73                   6                  16                   r
                1.61                0.03                58.3                 1.1                  60                   5                  16                   a
                1.65                0.01                59.7                 0.4                  76                   7                  16                   r
                1.70                0.02                61.5                 0.7                  72                   5                  16                   r
                1.72                0.03                62.2                 1.1                  63                   4                  16                   a
                1.75                0.02                63.3                 0.7                  68                   6                  16                   r
                1.79                0.01                64.8                 0.4                  77                   6                  16                   r
                1.81                0.02                65.5                 0.7                  76                   4                  16                   a
                1.83                0.02                66.2                 0.7                  70                   6                  16                   r
                1.88                0.02                68.0                 0.7                  71                   3                  16                   a
                1.88                0.02                68.0                 0.7                  81                   4                  16                   r
                1.93                0.01                69.8                 0.4                  77                   3                  16                   a
                1.94                0.02                70.2                 0.7                  89                   6                  16                   r
                1.96                0.01                70.9                 0.4                  87                   2                  16                   a
                2.00                0.01                72.4                 0.4                  82                   5                  16                   a
                2.03                0.01                73.5                 0.4                  78                   4                  16                   a
                2.04                0.03                73.8                 1.1                  72                   8                  16                   r
                2.07                0.01                74.9                 0.4                  76                   4                  16                   a
                2.10                0.01                76.0                 0.4                  83                   3                  16                   a
                2.13                0.01                77.1                 0.4                  84                   3                  16                   a
                2.14                0.03                77.4                 1.1                  80                   7                  16                   r
                2.16                0.01                78.2                 0.4                  80                   3                  16                   a
                2.21                0.01                80.0                 0.4                  90                   4                  16                   a
                2.25                0.01                81.4                 0.4                  82                   5                  16                   a
                2.30                0.01                83.2                 0.4                  86                   6                  16                   a
                2.30                0.06                83.2                 2.2                 108                   5                  16                   r
                2.33                0.01                84.3                 0.4                  92                   4                  16                   a
                2.37                0.01                85.8                 0.4                  86                   4                  16                   a
                2.40                0.01                86.8                 0.4                  85                   3                  16                   a
                2.43                0.01                87.9                 0.4                  85                   3                  16                   a
                2.47                0.01                89.4                 0.4                  84                   4                  16                   a
                2.51                0.01                90.8                 0.4                  92                   4                  16                   a
                2.54                0.10                91.9                 3.6                 107                   3                  16                   r
                2.56                0.02                92.6                 0.7                  98                   3                  16                   a
                2.61                0.01                94.4                 0.4                 101                   5                  16                   a
                2.65                0.01                95.9                 0.4                 110                   3                  16                   a
                2.69                0.01                97.3                 0.4                 103                   3                  16                   a
                2.73                0.01                98.8                 0.4                  94                   4                  16                   a
                2.79                0.02               101.0                 0.7                 107                   4                  16                   a
                2.80                0.05               101.3                 1.8                 114                   4                  16                   r
                2.85                0.02               103.1                 0.7                 109                   5                  16                   a
                2.90                0.02               104.9                 0.7                 103                   4                  16                   r
                2.91                0.02               105.3                 0.7                 104                   5                  16                   a
                2.97                0.02               107.5                 0.7                  99                   3                  16                   a
                2.99                0.04               108.2                 1.4                 111                   3                  16                   r
                3.05                0.02               110.4                 0.7                 104                   5                  16                   a
                3.11                0.02               112.5                 0.7                 106                   4                  16                   a
                3.15                0.05               114.0                 1.8                 111                   5                  16                   r
                3.18                0.02               115.1                 0.7                 102                   4                  16                   a
                3.24                0.02               117.2                 0.7                 113                   3                  16                   a
                3.30                0.01               119.4                 0.4                  99                   3                  16                   a
                3.33                0.05               120.5                 1.8                  99                   5                  16                   r
                3.35                0.01               121.2                 0.4                 101                   3                  16                   a
                3.39                0.01               122.7                 0.4                 109                   4                  16                   a
                3.45                0.03               124.8                 1.1                 106                   6                  16                   r
                3.46                0.03               125.2                 1.1                 116                   5                  16                   a
                3.53                0.03               127.7                 1.1                 106                   2                  16                   r
                3.56                0.03               128.8                 1.1                 116                   5                  16                   a
                3.65                0.04               132.1                 1.4                 110                   4                  16                   r
                3.71                0.05               134.3                 1.8                 114                   5                  16                   a
                3.77                0.02               136.4                 0.7                 106                   5                  16                   r
                3.84                0.02               139.0                 0.7                 104                   3                  16                   r
                3.91                0.03               141.5                 1.1                 108                   3                  16                   r
                3.93                0.08               142.2                 2.9                 107                   6                  13                   a
                4.01                0.02               145.1                 0.7                 112                   4                  16                   r
                4.11                0.04               148.7                 1.4                 112                   4                  16                   r
                4.20                0.02               152.0                 0.7                 111                   3                  16                   r
                4.26                0.02               154.2                 0.7                 113                   3                  16                   r
                4.33                0.02               156.7                 0.7                 106                   3                  16                   r
                4.41                0.02               159.6                 0.7                 108                   2                  16                   r
                4.51                0.05               163.2                 1.8                 100                   3                  16                   r
                4.79                0.12               173.3                 4.3                 105                   5                  11                   r
