             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                1.67                0.01                24.3                 0.1                  53                   4                  24                   a
                1.70                0.01                24.7                 0.1                  45                   5                  24                   a
                1.70                0.01                24.7                 0.1                  44                   6                  24                   r
                1.74                0.01                25.3                 0.1                  52                   4                  24                   a
                1.75                0.01                25.4                 0.1                  38                   5                  24                   r
                1.77                0.01                25.7                 0.1                  50                   4                  24                   a
                1.78                0.01                25.9                 0.1                  39                   5                  24                   r
                1.80                0.01                26.1                 0.1                  44                   4                  24                   a
                1.82                0.01                26.4                 0.1                  46                   5                  24                   r
                1.83                0.01                26.6                 0.1                  54                   3                  24                   a
                1.85                0.01                26.9                 0.1                  44                   5                  24                   r
                1.86                0.01                27.0                 0.1                  52                   4                  24                   a
                1.89                0.01                27.5                 0.1                  52                   4                  24                   a
                1.89                0.01                27.5                 0.1                  46                   5                  24                   r
                1.92                0.01                27.9                 0.1                  43                   4                  24                   a
                1.92                0.01                27.9                 0.1                  47                   4                  24                   r
                1.95                0.01                28.3                 0.1                  41                   4                  24                   a
                1.96                0.01                28.5                 0.1                  37                   5                  24                   r
                1.98                0.01                28.8                 0.1                  50                   3                  24                   a
                1.99                0.01                28.9                 0.1                  55                   4                  24                   r
                2.02                0.01                29.3                 0.1                  49                   2                  24                   a
                2.02                0.01                29.3                 0.1                  44                   6                  24                   r
                2.05                0.01                29.8                 0.1                  46                   3                  24                   a
                2.05                0.01                29.8                 0.1                  48                   5                  24                   r
                2.08                0.01                30.2                 0.1                  42                   4                  24                   a
                2.09                0.01                30.4                 0.1                  45                   4                  24                   r
                2.11                0.01                30.6                 0.1                  42                   3                  24                   a
                2.11                0.01                30.6                 0.1                  49                   5                  24                   r
                2.15                0.01                31.2                 0.1                  32                   4                  24                   a
                2.15                0.01                31.2                 0.1                  53                   5                  24                   r
                2.18                0.01                31.7                 0.1                  37                   3                  24                   a
                2.19                0.01                31.8                 0.1                  55                   4                  24                   r
                2.21                0.01                32.1                 0.1                  49                   2                  24                   a
                2.22                0.01                32.2                 0.1                  46                   4                  24                   r
                2.25                0.01                32.7                 0.1                  45                   2                  24                   a
                2.25                0.01                32.7                 0.1                  47                   5                  24                   r
                2.28                0.01                33.1                 0.1                  43                   2                  24                   a
                2.28                0.01                33.1                 0.1                  56                   4                  24                   r
                2.31                0.01                33.6                 0.1                  44                   3                  24                   a
                2.31                0.01                33.6                 0.1                  45                   5                  24                   r
                2.32                0.01                33.7                 0.1                  52                   4                  24                   a
                2.34                0.01                34.0                 0.1                  53                   4                  24                   r
                2.36                0.01                34.3                 0.1                  44                   3                  24                   a
                2.38                0.01                34.6                 0.1                  54                   1                  24                   a
                2.38                0.01                34.6                 0.1                  62                   4                  24                   r
                2.41                0.01                35.0                 0.1                  46                   2                  24                   a
                2.41                0.00                35.0                 0.0                  56                   4                  24                   r
                2.44                0.01                35.4                 0.1                  47                   3                  24                   a
                2.44                0.01                35.4                 0.1                  60                   6                  24                   r
                2.46                0.01                35.7                 0.1                  44                   3                  24                   a
                2.46                0.01                35.7                 0.1                  49                   5                  24                   r
                2.48                0.01                36.0                 0.1                  47                   3                  24                   a
                2.49                0.01                36.2                 0.1                  59                   4                  24                   r
                2.51                0.01                36.5                 0.1                  45                   2                  24                   a
                2.52                0.01                36.6                 0.1                  66                   4                  24                   r
                2.53                0.00                36.7                 0.0                  37                   3                  24                   a
                2.55                0.01                37.0                 0.1                  46                   3                  24                   a
                2.55                0.01                37.0                 0.1                  61                   3                  24                   r
                2.57                0.00                37.3                 0.0                  49                   3                  24                   a
                2.58                0.01                37.5                 0.1                  68                   3                  24                   r
                2.59                0.01                37.6                 0.1                  48                   2                  24                   a
                2.61                0.01                37.9                 0.1                  59                   4                  24                   r
                2.62                0.01                38.1                 0.1                  44                   3                  24                   a
                2.64                0.01                38.3                 0.1                  61                   3                  24                   r
                2.65                0.01                38.5                 0.1                  44                   3                  24                   a
                2.67                0.01                38.8                 0.1                  47                   2                  24                   a
                2.67                0.01                38.8                 0.1                  69                   2                  24                   r
                2.69                0.01                39.1                 0.1                  45                   3                  24                   a
                2.70                0.01                39.2                 0.1                  59                   5                  24                   r
                2.72                0.01                39.5                 0.1                  55                   2                  24                   a
                2.72                0.01                39.5                 0.1                  70                   2                  24                   r
                2.75                0.01                39.9                 0.1                  48                   3                  24                   a
                2.75                0.01                39.9                 0.1                  68                   3                  24                   r
                2.78                0.01                40.4                 0.1                  51                   2                  24                   a
                2.78                0.01                40.4                 0.1                  66                   4                  24                   r
                2.81                0.01                40.8                 0.1                  45                   3                  24                   a
                2.81                0.01                40.8                 0.1                  60                   3                  24                   r
                2.84                0.01                41.3                 0.1                  56                   3                  24                   a
                2.84                0.01                41.3                 0.1                  66                   4                  24                   r
                2.87                0.01                41.7                 0.1                  74                   3                  24                   r
                2.88                0.01                41.8                 0.1                  55                   2                  24                   a
                2.90                0.01                42.1                 0.1                  53                   3                  24                   a
                2.90                0.01                42.1                 0.1                  65                   4                  24                   r
                2.92                0.01                42.4                 0.1                  73                   4                  24                   r
                2.93                0.01                42.6                 0.1                  58                   2                  24                   a
                2.96                0.01                43.0                 0.1                  72                   5                  24                   r
                2.97                0.01                43.1                 0.1                  54                   3                  24                   a
                2.99                0.01                43.4                 0.1                  69                   4                  24                   r
                3.01                0.01                43.7                 0.1                  49                   2                  24                   a
                3.02                0.01                43.9                 0.1                  77                   4                  24                   r
                3.04                0.01                44.2                 0.1                  62                   3                  24                   a
                3.05                0.01                44.3                 0.1                  70                   4                  24                   r
                3.08                0.01                44.7                 0.1                  55                   3                  24                   a
                3.08                0.01                44.7                 0.1                  80                   5                  24                   r
                3.11                0.01                45.2                 0.1                  77                   5                  24                   r
                3.12                0.01                45.3                 0.1                  62                   3                  24                   a
                3.14                0.01                45.6                 0.1                  78                   6                  24                   r
                3.15                0.01                45.8                 0.1                  59                   3                  24                   a
                3.17                0.01                46.0                 0.1                  84                   6                  24                   r
                3.19                0.01                46.3                 0.1                  54                   4                  24                   a
                3.21                0.01                46.6                 0.1                  85                   6                  24                   r
                3.23                0.01                46.9                 0.1                  59                   3                  24                   a
                3.24                0.01                47.1                 0.1                  74                   7                  24                   r
                3.26                0.01                47.4                 0.1                  58                   2                  24                   a
                3.27                0.01                47.5                 0.1                  84                   6                  24                   r
                3.29                0.01                47.8                 0.1                  64                   4                  24                   a
                3.30                0.01                47.9                 0.1                  81                   6                  24                   r
                3.32                0.01                48.2                 0.1                  56                   3                  24                   a
                3.34                0.01                48.5                 0.1                  80                   6                  24                   r
                3.36                0.01                48.8                 0.1                  54                   2                  24                   a
                3.37                0.01                49.0                 0.1                  95                   7                  24                   r
                3.39                0.01                49.2                 0.1                  58                   5                  24                   a
                3.41                0.01                49.5                 0.1                  84                   5                  24                   r
                3.42                0.01                49.7                 0.1                  54                   4                  24                   a
                3.44                0.01                50.0                 0.1                  79                   6                  24                   r
                3.46                0.01                50.3                 0.1                  56                   1                  24                   a
                3.47                0.01                50.4                 0.1                  84                   6                  24                   r
                3.50                0.01                50.8                 0.1                  66                   4                  24                   a
                3.52                0.01                51.1                 0.1                  81                   5                  24                   r
                3.54                0.01                51.4                 0.1                  58                   2                  24                   a
                3.56                0.01                51.7                 0.1                  72                   6                  24                   r
                3.59                0.02                52.1                 0.3                  68                   4                  24                   a
                3.61                0.02                52.4                 0.3                  76                   6                  24                   r
                3.64                0.01                52.9                 0.1                  76                   4                  24                   a
                3.66                0.02                53.2                 0.3                  89                   7                  24                   r
                3.69                0.02                53.6                 0.3                  65                   3                  24                   a
                3.71                0.01                53.9                 0.1                  76                   3                  24                   r
                3.74                0.02                54.3                 0.3                  69                   3                  24                   a
                3.78                0.02                54.9                 0.3                  72                   5                  24                   r
                3.81                0.02                55.3                 0.3                  81                   3                  24                   a
                3.83                0.01                55.6                 0.1                  80                   5                  24                   r
                3.88                0.02                56.4                 0.3                  80                   3                  24                   a
                3.90                0.02                56.7                 0.3                  76                   5                  24                   r
                3.92                0.02                56.9                 0.3                  77                   4                  24                   a
                3.96                0.02                57.5                 0.3                  76                   6                  24                   r
                3.98                0.01                57.8                 0.1                  85                   2                  24                   a
                4.03                0.02                58.5                 0.3                  87                   3                  24                   a
                4.05                0.03                58.8                 0.4                  72                   5                  24                   r
                4.09                0.01                59.4                 0.1                  85                   3                  24                   a
                4.14                0.01                60.1                 0.1                  87                   4                  24                   a
                4.14                0.02                60.1                 0.3                  72                   5                  24                   r
                4.18                0.01                60.7                 0.1                  81                   4                  24                   a
                4.24                0.02                61.6                 0.3                  92                   6                  24                   a
                4.24                0.03                61.6                 0.4                  71                   5                  24                   r
                4.29                0.01                62.3                 0.1                  84                   9                  24                   a
                4.33                0.03                62.9                 0.4                  55                   6                  24                   r
                4.36                0.02                63.3                 0.3                 107                  12                  24                   a
                4.42                0.02                64.2                 0.3                  98                   7                  24                   a
                4.44                0.04                64.5                 0.6                  56                   8                  24                   r
                4.49                0.03                65.2                 0.4                  97                   7                  24                   a
                4.56                0.02                66.2                 0.3                 103                   8                  24                   a
                4.58                0.04                66.5                 0.6                  57                   5                  24                   r
                4.62                0.02                67.1                 0.3                  97                   6                  24                   a
                4.68                0.02                68.0                 0.3                  95                   4                  24                   a
                4.72                0.05                68.6                 0.7                  56                   4                  24                   r
                4.75                0.02                69.0                 0.3                  92                   1                  24                   a
                4.81                0.02                69.9                 0.3                 101                   4                  24                   a
                4.89                0.03                71.0                 0.4                  94                   7                  24                   a
                4.89                0.04                71.0                 0.6                  49                   5                  24                   r
                4.96                0.02                72.0                 0.3                 103                   6                  24                   a
                5.01                0.03                72.8                 0.4                  43                   5                  24                   r
                5.07                0.03                73.6                 0.4                 106                   8                  24                   a
                5.16                0.05                75.0                 0.7                  60                   5                  24                   r
                5.18                0.04                75.2                 0.6                 107                   8                  24                   a
                5.35                0.06                77.7                 0.9                  36                   9                  24                   r
                5.36                0.07                77.9                 1.0                 113                   7                  24                   a
                5.62                0.07                81.6                 1.0                 156                  10                  24                   a
                5.65                0.14                82.1                 2.0                  33                  11                  24                   r
                5.97                0.13                86.7                 1.9                 155                   9                  24                   a
                6.08                0.12                88.3                 1.7                  -5                  27                  13                   r
                6.44                0.11                93.5                 1.6                 220                  12                  24                   a
                6.83                0.14                99.2                 2.0                 236                  11                  24                   a
                7.65                0.37               111.1                 5.4                 253                   9                  24                   a
                9.43                0.55               137.0                 8.0                 259                   8                  24                   a
               10.86                0.36               157.7                 5.2                 257                   6                  24                   a
               12.28                0.64               178.4                 9.3                 235                   9                  14                   a
