             r (kpc)         err_r (kpc)          r (arcsec)      err_r (arcsec)            v (km/s)        err_v (km/s)      Number of bins                Side
                2.85                0.05                42.9                 0.7                 113                   5                  21                   r
                2.91                0.08                43.8                 1.2                 113                   8                  21                   a
                2.99                0.03                45.0                 0.5                  95                   6                  21                   r
                3.13                0.06                47.2                 1.0                 117                   8                  21                   a
                3.18                0.08                47.9                 1.3                 130                   8                  21                   r
                3.29                0.04                49.6                 0.6                  96                   7                  21                   a
                3.39                0.04                51.1                 0.6                 102                   9                  21                   a
                3.52                0.12                53.0                 1.8                 124                   7                  21                   r
                3.56                0.08                53.6                 1.1                 122                   7                  21                   a
                3.81                0.07                57.4                 1.1                 106                   7                  21                   a
                3.87                0.06                58.3                 1.0                  98                   5                  21                   r
                4.03                0.03                60.7                 0.5                 107                   5                  21                   r
                4.04                0.07                60.9                 1.0                 123                   8                  21                   a
                4.14                0.03                62.4                 0.5                 107                   4                  21                   r
                4.24                0.04                63.8                 0.5                 100                   7                  21                   a
                4.24                0.02                63.9                 0.3                 110                   6                  21                   r
                4.32                0.03                65.0                 0.4                 104                   4                  21                   r
                4.33                0.03                65.2                 0.4                  96                   6                  21                   a
                4.39                0.02                66.2                 0.3                 110                   5                  21                   r
                4.41                0.02                66.4                 0.3                 110                   5                  21                   a
                4.45                0.02                67.1                 0.3                 110                   5                  21                   r
                4.47                0.02                67.3                 0.3                 110                   4                  21                   a
                4.52                0.02                68.0                 0.3                 113                   5                  21                   r
                4.54                0.02                68.3                 0.3                  95                   4                  21                   a
                4.58                0.02                68.9                 0.3                 112                   3                  21                   r
                4.60                0.01                69.2                 0.2                 118                   7                  21                   a
                4.64                0.02                69.9                 0.3                 105                   5                  21                   r
                4.65                0.02                70.1                 0.3                 107                   6                  21                   a
                4.70                0.02                70.8                 0.3                  99                   7                  21                   r
                4.73                0.02                71.2                 0.4                 135                   9                  21                   a
                4.78                0.03                72.0                 0.4                 108                  10                  21                   r
                4.79                0.02                72.1                 0.3                 121                   9                  21                   a
                4.85                0.02                73.0                 0.3                 129                   8                  21                   a
                4.87                0.02                73.3                 0.4                 102                   8                  21                   r
                4.94                0.02                74.4                 0.3                 116                   7                  21                   r
                4.94                0.03                74.4                 0.5                 120                   8                  21                   a
                5.00                0.01                75.2                 0.2                 114                   7                  21                   r
                5.04                0.01                75.9                 0.1                 118                   4                  21                   r
                5.08                0.01                76.5                 0.1                 107                   5                  21                   r
                5.09                0.05                76.7                 0.7                 125                   8                  21                   a
                5.11                0.01                77.0                 0.1                 113                   5                  21                   r
                5.15                0.01                77.5                 0.1                 115                   7                  21                   r
                5.17                0.01                77.9                 0.1                 120                   6                  21                   r
                5.21                0.01                78.4                 0.1                 105                   5                  21                   r
                5.22                0.03                78.6                 0.4                 126                   6                  21                   a
                5.24                0.01                79.0                 0.2                 115                   5                  21                   r
                5.28                0.01                79.4                 0.1                 108                   7                  21                   r
                5.30                0.03                79.8                 0.5                 126                   6                  21                   a
                5.31                0.01                79.9                 0.2                 127                   6                  21                   r
                5.35                0.01                80.5                 0.2                 119                   6                  21                   r
                5.40                0.02                81.4                 0.2                 123                   7                  21                   r
                5.44                0.05                81.8                 0.8                 125                   8                  21                   a
                5.46                0.02                82.1                 0.3                 115                   6                  21                   r
                5.53                0.03                83.3                 0.4                 120                   6                  21                   r
                5.63                0.03                84.8                 0.5                 120                   7                  21                   r
                5.67                0.09                85.4                 1.3                 127                   7                  21                   a
                5.81                0.09                87.4                 1.4                 110                  10                  21                   r
                5.92                0.04                89.1                 0.6                 121                   5                  21                   a
                6.05                0.04                91.1                 0.7                 123                   8                  21                   r
                6.05                0.03                91.1                 0.5                 108                   5                  21                   a
                6.15                0.03                92.6                 0.5                 116                   5                  21                   a
                6.18                0.03                93.1                 0.5                 130                   8                  21                   r
                6.26                0.04                94.2                 0.6                 105                   3                  21                   a
                6.34                0.06                95.4                 1.0                 137                   7                  21                   r
                6.41                0.08                96.5                 1.2                 113                   6                  21                   a
                6.63                0.08                99.8                 1.3                 119                   8                  21                   r
                7.03                0.16               105.8                 2.4                 117                   8                  21                   r
                7.24                0.11               109.0                 1.6                 101                  10                  21                   a
                7.41                0.10               111.5                 1.5                 131                   5                  21                   r
                7.62                0.18               114.7                 2.7                  87                  13                  16                   a
                7.90                0.24               119.0                 3.6                 135                   8                  21                   r
                8.54                0.07               128.6                 1.1                 147                   7                  21                   r
                8.72                0.05               131.3                 0.7                 146                   4                  21                   r
                8.89                0.07               133.8                 1.1                 132                   5                  21                   r
